"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","五反田",7,28000000,"１Ｋ",20,"2018年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","五反田",7,53000000,"１ＬＤＫ",45,"2012年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","目黒",10,81000000,"２ＬＤＫ",65,"2018年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",4,62000000,"２ＬＤＫ",65,"1991年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",4,78000000,"１ＬＤＫ",65,"2015年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","五反田",10,29000000,"１ＬＤＫ",45,"1974年","ＳＲＣ","","","","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","五反田",5,29000000,"２ＬＤＫ",45,"1983年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",3,71000000,"２ＬＤＫ",70,"1999年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",4,67000000,"２ＬＤＫ",60,"2015年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",2,44000000,"１ＬＤＫ",40,"2011年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","五反田",5,28000000,"１Ｋ",25,"2005年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","五反田",10,33000000,"２ＤＫ",45,"1980年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",4,67000000,"２ＬＤＫ",60,"2015年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",4,61000000,"１ＬＤＫ",45,"2017年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","西五反田","不動前",4,70000000,"２ＬＤＫ",70,"2014年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","旗の台","旗の台",3,11000000,"１Ｒ",20,"1986年","ＳＲＣ","","","","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",6,97000000,"２ＬＤＫ",70,"2010年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",7,62000000,"２ＬＤＫ",65,"2002年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",6,71000000,"１ＬＤＫ",55,"2010年","ＲＣ","","","","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",7,93000000,"２ＬＤＫ",80,"2002年","ＲＣ","","","１低住専","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",6,130000000,"３ＬＤＫ",85,"2010年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",6,97000000,"２ＬＤＫ",70,"2010年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",4,20000000,"１Ｋ",20,"2003年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",5,36000000,"３ＤＫ",50,"1985年","ＳＲＣ","","","","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","高輪台",2,120000000,"３ＬＤＫ",80,"2014年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","高輪台",2,32000000,"１ＬＤＫ",35,"2000年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","五反田",2,79000000,"２ＬＤＫ",60,"2013年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","高輪台",2,58000000,"１ＬＤＫ＋Ｓ",60,"2000年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","東五反田","大崎",3,70000000,"２ＬＤＫ",65,"2001年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","平塚","武蔵小山",10,66000000,"２ＬＤＫ",70,"2005年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","平塚","戸越",6,43000000,"１ＬＤＫ",45,"2017年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","南品川","青物横丁",2,20000000,"１ＤＫ",35,"1970年","ＳＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","南品川","大井町",7,64000000,"３ＬＤＫ",75,"1983年","ＳＲＣ","","","１種住居","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","南品川","青物横丁",4,57000000,"２ＬＤＫ",60,"2011年","ＲＣ","","","商業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","南品川","青物横丁",5,55000000,"１ＬＤＫ＋Ｓ",60,"2012年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","南品川","新馬場",5,57000000,"２ＬＤＫ",55,"2012年","ＲＣ","","","準工業","","","2021年第1四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","勝島","大井競馬場前",7,51000000,"２ＬＤＫ",65,"2017年","ＲＣ","","","","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","勝島","立会川",9,32000000,"２ＬＤＫ",60,"1983年","ＳＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",10,8500000,"２Ｋ",30,"1970年","ＲＣ","","","１種住居","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",11,180000000,"３ＬＤＫ",130,"2003年","ＲＣ","","","１低住専","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","新馬場",5,22000000,"１Ｋ",25,"2003年","ＲＣ","","","１中住専","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",6,81000000,"１ＬＤＫ",55,"2015年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",7,45000000,"２ＬＤＫ＋Ｓ",60,"1982年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",6,130000000,"３ＬＤＫ",75,"2015年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",5,63000000,"３ＬＤＫ",75,"1985年","ＳＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",7,58000000,"２ＬＤＫ＋Ｓ",70,"1982年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",6,140000000,"３ＬＤＫ",85,"2015年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","北品川",5,55000000,"２ＬＤＫ",55,"2012年","ＲＣ","","","近隣商業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",3,140000000,"３ＬＤＫ＋Ｓ",95,"2015年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",5,63000000,"２ＬＤＫ",60,"1996年","ＳＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",6,68000000,"１ＬＤＫ",45,"2015年","ＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","","",24000000,"１Ｋ",25,"","","","","","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","北品川","大崎",5,12000000,"１Ｒ",25,"1981年","ＳＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山台","武蔵小山",2,85000000,"１Ｒ",145,"1992年","ＲＣ","","","","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","小山台","武蔵小山",7,35000000,"２ＤＫ",50,"1985年","ＳＲＣ","","","準工業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","戸越","戸越公園",3,58000000,"２ＬＤＫ",55,"2011年","ＲＣ","","","","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","戸越","戸越公園",3,47000000,"１ＬＤＫ",50,"2000年","ＲＣ","","","近隣商業","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","中延","荏原町",4,42000000,"１ＬＤＫ",45,"2009年","ＲＣ","","","１種住居","","","2021年第2四半期","",""
"中古マンション等","成約価格情報","13109","東京都","品川区","中延","荏原中延",3,28000000,"１ＤＫ",35,"1995年","ＲＣ","","","近隣商業","","","2021年第2四半期","",""
